,abstract,abstract-zh,authors,date,title,title-de,title-zh,url
0,"The field of software engineering is embedded in both engineering and computer science, and may embody gender biases endemic to both. This paper surveys software engineering's origins and its long-running attention to engineering professionalism, profiling five leaders; it then examines the field's recent attention to gender issues and gender bias. It next quantitatively analyzes women's participation as research authors in the field's leading International Conference of Software Engineering (1976-2010), finding a dozen years with statistically significant gender exclusion. Policy dimensions of research on gender bias in computing are suggested.","本文调查软件工程的起源及其对工程专业的长期关注,对5位领导人进行剖析;然后审查该领域最近对性别问题和性别偏见的关注;然后从数量上分析妇女作为研究作者参与该领域主要国际软件工程会议(1976-2010年)的情况,发现有十几年来在统计上具有显著的性别排斥现象;建议对计算中的性别偏见进行研究的政策层面。",Thomas J. Misa,2025-08-28T17:54:49Z,Dynamics of Gender Bias in Software Engineering,Dynamik von Gender Bias in der Software-Engineering,软件工程中的性别偏见动态,http://arxiv.org/abs/2508.21050v1
1,"Modern configurable systems offer customization via intricate configuration spaces, yet such flexibility introduces pervasive configuration-related issues such as misconfigurations and latent softwarebugs. Existing diagnosability supports focus on post-failure analysis of software behavior to identify configuration issues, but none of these approaches look into whether the software clue sufficient failure information for diagnosis. To fill in the blank, we propose the idea of configuration logging to enhance existing logging practices at the source code level. We develop ConfLogger, the first tool that unifies configuration-aware static taint analysis with LLM-based log generation to enhance software configuration diagnosability. Specifically, our method 1) identifies configuration-sensitive code segments by tracing configuration-related data flow in the whole project, and 2) generates diagnostic log statements by analyzing configuration code contexts. Evaluation results on eight popular software systems demonstrate the effectiveness of ConfLogger to enhance configuration diagnosability. Specifically, ConfLogger-enhanced logs successfully aid a log-based misconfiguration diagnosis tool to achieve 100% accuracy on error localization in 30 silent misconfiguration scenarios, with 80% directly resolvable through explicit configuration information exposed. In addition, ConfLogger achieves 74% coverage of existing logging points, outperforming baseline LLM-based loggers by 12% and 30%. It also gains 8.6% higher in precision, 79.3% higher in recall, and 26.2% higher in F1 compared to the state-of-the-art baseline in terms of variable logging while also augmenting diagnostic value. A controlled user study on 22 cases further validated its utility, speeding up diagnostic time by 1.25x and improving troubleshooting accuracy by 251.4%.","现代配置系统通过复杂的配置空间提供定制, 但这种灵活性会引入与配置相关的普遍问题, 如配置错误和潜伏软件错误。 现有的可诊断性支持侧重于软件失灵后分析软件行为以识别配置问题, 但这些方法都没有研究软件线索是否有足够的失败信息进行诊断。 要填入空白, 我们提议配置记录的想法, 以便在源代码层面加强现有的记录记录做法。 我们开发 ConfLogger, 这是第一个将配置- 认知静态保留分析与基于 LLM 的日志生成统一起来的工具, 以加强软件配置的可辨识性。 具体地说, 我们的方法1 通过跟踪整个项目中与配置相关数据流相关的数据流动, 确定对配置敏感的代码部分。 但是, 但这些方法中没有一个通过分析配置的代码背景来生成诊断性日志。 具体地, Confloggger- 增强日志成功帮助基于日志的错误诊断工具在30个静态的更高配置设置中实现100%的本地化, 使用80% 通用性精确度精确度 , 也通过直径为 IMLOLOL 30 的精确度 。","Shiwen Shan, Yintong Huo, Yuxin Su, Zhining Wang, Dan Li, Zibin Zheng",2025-08-28T16:31:08Z,ConfLogger: Enhance Systems' Configuration Diagnosability through   Configuration Logging,ConfLogger: Verbesserung der Konfigurationsdiagnose von Systemen durch Konfigurationsprotokollierung,配置 Lobger: 通过配置日志加强系统配置配置诊断能力,http://arxiv.org/abs/2508.20977v1
2,"Trusted Execution Environments (TEEs) have emerged as a cornerstone of confidential computing, garnering significant attention from both academia and industry. To enable the secure development, execution, and deployment, of applications on TEE platforms, TEE containers have been introduced as middleware solutions. These containers aim to shield applications from potentially malicious operating systems and orchestration interfaces while maintaining usability and reliability. In this paper, we analyze the isolation strategies employed by existing TEE containers to protect secure applications. To address the challenges in analyzing these interfaces, we designed an automated analyzer to precisely identify and evaluate their isolation boundaries. We observed that some TEE containers fail to achieve their intended goals due to critical design and implementation flaws, such as information leakage, rollback attacks, denial-of-service, and Iago attacks, which pose significant security risks. Drawing from our findings, we share key lessons to guide the development of more secure container solutions and discuss emerging trends in TEE containerization design.","信任执行环境(TEE)已成为保密计算的基石,引起了学术界和工业界的极大关注。为了能够安全开发、执行和部署TEE平台上的应用,将TEE集装箱作为中间软件解决方案。这些集装箱旨在保护应用不受潜在恶意操作系统和管弦界面的影响,同时保持可用性和可靠性。在本文件中,我们分析了现有的TEE集装箱为保护安全应用而采用的隔离战略。为了应对分析这些界面的挑战,我们设计了一个自动分析器,以精确地识别和评估其隔离边界。我们发现,一些TEE集装箱由于严重的设计和实施缺陷,如信息泄漏、反弹攻击、拒绝使用和伊阿古袭击,未能实现其预期目标,这些缺陷造成了重大安全风险。我们从我们的调查结果中分享了指导制定更安全的集装箱解决方案的重要经验教训,并讨论了TEE集装箱化设计中的新趋势。","Weijie Liu, Hongbo Chen, Shuo Huai, Zhen Xu, Wenhao Wang, Zhi Li, Zheli Liu",2025-08-28T16:20:08Z,Characterizing Trust Boundary Vulnerabilities in TEE Containers,Charakterisierung von Vertrauensgrenzen in TEE-Containern,确定TEE集装箱的信托边界脆弱性,http://arxiv.org/abs/2508.20962v1
3,"Concurrency bugs, caused by improper synchronization of shared resources in multi-threaded or distributed systems, are notoriously hard to detect and thus compromise software reliability and security. The existing deep learning methods face three main limitations. First, there is an absence of large and dedicated datasets of diverse concurrency bugs for them. Second, they lack sufficient representation of concurrency semantics. Third, binary classification results fail to provide finer-grained debug information such as precise bug lines. To address these problems, we propose a novel method for effective concurrency bug detection as well as localization. We construct a dedicated concurrency bug dataset to facilitate model training and evaluation. We then integrate a pre-trained model with a heterogeneous graph neural network (GNN), by incorporating a new Concurrency-Aware Code Property Graph (CCPG) that concisely and effectively characterizes concurrency semantics. To further facilitate debugging, we employ SubgraphX, a GNN-based interpretability method, which explores the graphs to precisely localize concurrency bugs, mapping them to specific lines of source code. On average, our method demonstrates an improvement of 10\% in accuracy and precision and 26\% in recall compared to state-of-the-art methods across diverse evaluation settings.","由于多面或分布式系统中共享资源的不适当同步造成的汇兑错误,很难探测并因此损害软件的可靠性和安全性。现有的深层学习方法面临三个主要限制。首先,缺乏各种货币错误的大型专用数据集。第二,它们缺乏足够的货币货币代号。第三,二元分类结果未能提供精确的错误线等精细微的调试信息。为了解决这些问题,我们建议了一种新颖的方法,用于有效检测和本地化。我们建造了一个专门的同值错误数据集,以便利模式培训和评估。然后,我们将预先训练的模型与一个复杂图形神经网络(GNNN)整合起来,为此,我们采用了一个新的Con货币-Award 代码属性图(CCPG),该图简洁而有效地描述了同值货币代号的语义。为了进一步便利调试,我们采用了以SSubgraphX为基础的可解释性方法,该方法将图表精确地定位同货币错误,将其绘制成具体的源码线。平均,我们的方法在10级的精确度上展示了一种不同的精确度。","Zuocheng Feng, Kaiwen Zhang, Miaomiao Wang, Yiming Cheng, Yuandao Cai, Xiaofeng Li, Guanjun Liu",2025-08-28T15:40:20Z,Deep Learning Based Concurrency Bug Detection and Localization,Deep Learning Based Concurrency Fehlererkennung und Lokalisierung,基于深学习的共通货币错误检测和本地化,http://arxiv.org/abs/2508.20911v1
4,"Simulation-based testing of cyber-physical systems (CPS) is costly due to the time-consuming execution of CPS simulators. In addition, CPS simulators may be flaky, leading to inconsistent test outcomes and requiring repeated test re-execution for reliable test verdicts. Automated test oracles that do not require system execution are therefore crucial for reducing testing costs. Ideally, such test oracles should be interpretable to facilitate human understanding of test verdicts, and they must be robust against the potential flakiness of CPS simulators. In this article, we propose assertion-based test oracles for CPS as sets of logical and arithmetic predicates defined over the inputs of the system under test. Given a test input, our assertion-based test oracle determines, without requiring test execution, whether the test passes, fails, or if the oracle is inconclusive in predicting a verdict. We describe two methods for generating assertion-based test oracles: one using genetic programming~(GP) that employs well-known spectrum-based fault localization (SBFL) ranking formulas, namely Ochiai, Tarantula, and Naish, as fitness functions; and the other using decision trees (DT) and decision rules (DR). We evaluate our assertion-based test oracles through case studies in the domains of aerospace, networking and autonomous driving. We show that test oracles generated using GP with Ochiai are significantly more accurate than those obtained using GP with Tarantula and Naish or using DT or DR. Moreover, this accuracy advantage remains even when accounting for the flakiness of the system under test. We further show that the assertion-based test oracles generated by GP with Ochiai are robust against flakiness with only 4% average variation in their accuracy results across four different network and autonomous driving systems with flaky behaviours.","网络物理模拟器(CPS)的模拟测试耗时耗时,因此成本高昂。此外, CPS模拟器可能失灵,导致测试结果不一致,并需要反复测试再执行,才能得出可靠的测试结果。因此,不需要系统执行的自动测试器对于降低测试成本至关重要。理想的情况是,这种测试或触角应只能被解释为便于人类理解测试结果,并且必须能够抵御CPS模拟器的潜在不适状态。在本篇文章中,我们提议为CPS提供基于准确的测试或触角,作为测试系统投入所定义的逻辑和算法。鉴于测试输入的输入,我们基于断言的测试或触角并不需要测试,测试结果对于降低测试成本至关重要。我们描述了两种产生基于测试或触角的测试或触角方法:一种是使用基于基因的编程,在基于频谱的变异变变(SBFL)中,在测试过程中使用Ochiai、变异变变变变(Ochai) 或变变变变(我们测试变变) 的系统,在测试结果中使用Ochili 或变变变变变变的系统,在ODLALADLA 中使用ODR) 中,在测试结果中,在测试结果中,在测试结果中用我们的系统或变。","Baharin A. Jodat, Khouloud Gaaloul, Mehrdad Sabetzadeh, Shiva Nejati",2025-08-28T15:33:42Z,Automated Test Oracles for Flaky Cyber-Physical System Simulators:   Approach and Evaluation,Automatisierte Test Oracles für flaky Cyber-Physical System Simulatoren: Ansatz und Auswertung,Flaky网络-物理系统模拟器自动测试甲幕:方法和评价,http://arxiv.org/abs/2508.20902v1
5,"Software correctness is ensured mathematically through formal verification, which involves the resources of generating formal requirement specifications and having an implementation that must be verified. Tools such as model-checkers and theorem provers ensure software correctness by verifying the implementation against the specification. Formal methods deployment is regularly enforced in the development of safety-critical systems e.g. aerospace, medical devices and autonomous systems. Generating these specifications from informal and ambiguous natural language requirements remains the key challenge. Our project, VERIFAI^{1}, aims to investigate automated and semi-automated approaches to bridge this gap, using techniques from Natural Language Processing (NLP), ontology-based domain modelling, artefact reuse, and large language models (LLMs). This position paper presents a preliminary synthesis of relevant literature to identify recurring challenges and prospective research directions in the generation of verifiable specifications from informal requirements.","通过正式核查确保软件的正确性。 正式核查涉及生成正式要求规格和执行必须核查的资源。模型检查器和理论验证器等工具通过对照规格核查执行情况确保软件的正确性。在开发安全关键系统(如航空航天系统、医疗设备和自主系统)时,经常采用正式方法。从非正式和模糊的自然语言要求中产生这些规格仍然是关键的挑战。我们的项目(VERIFAI1})旨在调查自动和半自动办法,利用自然语言处理技术(NLP)、内科域建模、人工再利用和大型语言模型(LLMs)等技术来弥补这一差距。本立场文件初步综合了相关文献,以查明在根据非正式要求生成可核查规格时反复出现的挑战和潜在的研究方向。","Arshad Beg, Diarmuid O'Donoghue, Rosemary Monahan",2025-08-28T13:50:56Z,Leveraging LLMs for Formal Software Requirements -- Challenges and   Prospects,Leveraging LLMs für formale Softwareanforderungen -- Herausforderungen und Perspektiven,为正式软件要求 -- -- 挑战和前景 -- -- 利用LMLM 利用LMLM 来利用正规软件要求 -- -- 挑战和前景,http://arxiv.org/abs/2507.14330v3
6,"Sustainability is increasingly recognized as an emerging quality property in software-intensive systems, yet architects lack structured guidance to address it effectively throughout the software design phase. Architectural perspectives-an architectural knowledge artifact composed of concerns, activities, tactics, pitfalls, and checklists-offer a promising approach to tackle such emerging quality properties across architectural views and are also independent of architecture frameworks and industry contexts. In this paper, we present a sustainability perspective vision, i.e., a revised notion of architectural perspective meant to be filled with its own elements to target sustainability concerns. We formulate our sustainability perspective vision through evidence from applying snowballing to seminal literature and from conducting a focus group with experts in the field. Our findings confirm the relevance of the different perspective elements in practice and highlight implications for shaping a sustainability perspective that meets industrial needs.","人们日益认识到,可持续性是软件密集型系统中新出现的高质量财产,然而,建筑设计师缺乏结构化的指导,无法在整个软件设计阶段有效解决这一问题。建筑观点-建筑知识人工工艺,由各种关切、活动、策略、陷阱和核对清单组成,是解决建筑观点中新出现的高质量特性的有希望的办法,也独立于建筑框架和行业背景。在本文件中,我们提出了一个可持续性观点,即一个经过修改的建筑观点概念,旨在用其自身要素来应对可持续性关切。我们通过在开创性文献中应用雪球和与实地专家一起开展重点小组活动的证据来制定我们的可持续性观点。我们的调查结果证实了不同视角要素在实践中的相关性,并强调了形成满足工业需求的可持续性观点的影响。","Markus Funke, Patricia Lago",2025-08-28T13:30:48Z,Towards an Architectural Perspective for Sustainability: Bundle the   Needs from Industry,Auf dem Weg zu einer architektonischen Perspektive für Nachhaltigkeit: Die Bedürfnisse der Industrie bündeln,为实现可持续性的建筑学观点:将工业的需求捆绑起来,http://arxiv.org/abs/2508.20774v1
7,"Java projects frequently rely on package managers such as Maven to manage complex webs of external dependencies. While these tools streamline development, they also introduce subtle risks to the software supply chain. In this paper, we present Maven-Hijack, a novel attack that exploits the order in which Maven packages dependencies and the way the Java Virtual Machine resolves classes at runtime. By injecting a malicious class with the same fully qualified name as a legitimate one into a dependency that is packaged earlier, an attacker can silently override core application behavior without modifying the main codebase or library names. We demonstrate the real-world feasibility of this attack by compromising the Corona-Warn-App, a widely used open-source COVID-19 contact tracing system, and gaining control over its database connection logic. We evaluate three mitigation strategies, such as sealed JARs, Java Modules, and the Maven Enforcer plugin. Our results show that, while Java Modules offer strong protection, the Maven Enforcer plugin with duplicate class detection provides the most practical and effective defense for current Java projects. These findings highlight the urgent need for improved safeguards in Java's build and dependency management processes to prevent stealthy supply chain attacks.","Java项目经常依靠Maven等软件包管理者管理复杂的外部依赖网络。 虽然这些工具简化了开发程序, 但也给软件供应链带来了隐蔽的风险。 在本文中, 我们展示了Maven- Hijjack, 这是利用Maven软件包依赖性的顺序和Java虚拟机器在运行时解决课程方式的新攻击。 我们评估了三种缓解战略, 如密封的JARs、 Java 模块和 Maven 执行器插件。 我们的结果表明, 虽然Java 模块提供了强有力的保护, 具有重复级检测的 Maven 执行器插件为当前Java项目提供了最实际和有效的保护。 这些发现突出表明了在Javas建设和依赖性管理过程中需要改进的链式保障。","Frank Reyes, Federico Bono, Aman Sharma, Benoit Baudry, Martin Monperrus",2025-08-28T13:29:19Z,Maven-Hijack: Software Supply Chain Attack Exploiting Packaging Order,Maven-Hijack: Software Supply Chain Attack Ausnutzung der Verpackung Bestellung,Maven-Hijack:软件供应链攻击剥削包装订单,http://arxiv.org/abs/2407.18760v3
8,"Over the past fifty years, numerous software defect prediction (SDP) approaches have been proposed. However, the ability to explain why predictors make certain predictions remains limited. Explainable SDP has emerged as a promising solution by using explainable artificial intelligence (XAI) methods to clarify the decision-making processes of predictors. Despite this progress, there is still significant potential to enhance the reliability of existing approaches. To address this limitation, we treat defect prediction and the corresponding interpretation as two distinct but closely related tasks and propose a joint learning framework that allows for the simultaneous training of the predictor and its interpreter. The novelty of our approach lies in two main aspects: 1. We design feedback loops that convey the decision-making logic from the predictor to the interpreter. This ensures a high level of conciseness in decision logic and feature engineering for both the predictor and the interpreter, enabling the interpreter to achieve reliable local and global interpretability. 2. We incorporate the interpretation results as a penalty term in the loss function of the joint-learning framework. This not only improves the accuracy of the predictor but also imposes a stronger constraint on the reliability of the interpreter. We validated our proposed method against several existing explainable SDPs across multiple datasets. The results demonstrate its effectiveness in both interpretation and defect prediction. The source code for the proposed method is available at: https://github.com/BugPredictor/software-defect-prediction.git","在过去五十年中,提出了许多软件缺陷预测(SDP)方法,然而,解释预测者作出某些预测的原因的能力仍然有限。可以解释的SDP已经成为一个有希望的解决办法,它使用可解释的人工智能(XAI)方法澄清预测者的决策程序。尽管取得了这一进展,但仍有提高现有方法可靠性的巨大潜力。为了解决这一限制,我们把缺陷预测和相应的解释作为两个不同但密切相关的任务处理,并提议一个联合学习框架,以便能够同时培训预测者及其解释者。我们的方法的新颖之处在于两个主要方面:1. 我们设计反馈环,将决策逻辑从预测者传达给解释者,从而保证预测者和解释者的决策程序具有高度的精确性和特征工程性,使口译员能够实现可靠的当地和全球解释。2. 我们把解释结果作为惩罚性术语纳入联合学习框架的损失功能中。这不仅提高预测者及其解释者/解释者之间的准确性,而且还对解释者的可靠性施加了更大的限制。我们提出的解释方法针对现有的Squriforioral 的多种来源。我们验证了现有的Squal 。我们提出的解释方法是针对现有的Squalition 。","Guifang Xu, Zhiling Zhu, Xingcheng Guo, Wei Wang",2025-08-28T13:13:33Z,A Joint Learning Framework for Bridging Defect Prediction and   Interpretation,Ein gemeinsamer Lernrahmen für die Bridging Defect Prediction und Interpretation,弥补缺陷预测和解释的联合学习框架,http://arxiv.org/abs/2502.16429v2
9,"Context: Laws and regulations increasingly affect software design and quality assurance, but legal texts are written in technology-neutral language. This creates challenges for engineers who must develop compliance artifacts such as requirements and acceptance criteria. Manual creation is labor-intensive, error-prone, and requires domain expertise. Advances in Generative AI (GenAI), especially Large Language Models (LLMs), offer a way to automate deriving such artifacts.   Objective: We present the first systematic human-subject study of LLMs' ability to derive behavioral specifications from legal texts using a quasi-experimental design. These specifications translate legal requirements into a developer-friendly form.   Methods: Ten participants evaluated specifications generated from food-safety regulations by Claude and Llama. Using Gherkin, a structured BDD language, 60 specifications were produced. Each participant assessed 12 across five criteria: Relevance, Clarity, Completeness, Singularity, and Time Savings. Each specification was reviewed by two participants, yielding 120 assessments.   Results: For Relevance, 75% of ratings were highest and 20% second-highest. Clarity reached 90% highest. Completeness: 75% highest, 19% second. Singularity: 82% highest, 12% second. Time Savings: 68% highest, 24% second. No lowest ratings occurred. Mann-Whitney U tests showed no significant differences across participants or models. Llama slightly outperformed Claude in Clarity, Completeness, and Time Savings, while Claude was stronger in Singularity. Feedback noted hallucinations and omissions but confirmed the utility of the specifications.   Conclusion: LLMs can generate high-quality Gherkin specifications from legal texts, reducing manual effort and providing structured artifacts useful for implementation, assurance, and test generation.","环境: 法律和法规越来越多地影响软件设计和质量保证,但法律文本是用不偏重技术的语言撰写的。 这给必须开发诸如要求和接受标准等合规性工艺品的工程师带来了挑战。 手工制作是劳动密集型的,容易出错,需要领域专长。 创用 AI (GenAI), 特别是大语言模型(LLMS) 的进步为自动生成此类工艺品提供了一种途径。 目标 : 我们展示了对LLLMS使用准实验性设计从法律文本中获取行为规范的能力的第一次系统性人类主题研究。 这些规格将法律要求转化为有利于开发者的形式。 方法 : 10名参与者评估了克洛德和Llamama 的食品安全法规规格。 使用Gherkin, 结构化的BDDD语言,60个规格。 每个参与者评估了五个标准中的12个: 相关性、 清晰度、 完整度、 完整度、 完整度、 精度、 准确性、 准确度为75% 和 最高。 精确度 和 最高。","Shabnam Hassani, Mehrdad Sabetzadeh, Daniel Amyot",2025-08-28T13:04:34Z,From Law to Gherkin: A Human-Centred Quasi-Experiment on the Quality of   LLM-Generated Behavioural Specifications from Food-Safety Regulations,Vom Gesetz zu Gherkin: Ein Quasi-Experiment über die Qualität von LLM-generierten Verhaltensspezifikationen aus Lebensmittelsicherheitsvorschriften,从法律到Gherkin:关于食品安全条例中LLM - 培养行为特征质量的以人为本的准实验,http://arxiv.org/abs/2508.20744v1
